
# ALGORITHM_SETUP
# base_algorithm: sa
# algorithm: sa_exp_20_0.0000002
# algorithm(class): aitoa.algorithms.SimulatedAnnealing
# temperatureSchedule: exp_20_0.0000002
# temperatureSchedule(class): aitoa.algorithms.TemperatureSchedule.Exponential
# startTemperature: 20
# startTemperature(inhex): 0x1.4p4
# epsilon: 2.0E-7
# epsilon(inhex): 0x1.ad7f29abcaf48p-23
# END_ALGORITHM_SETUP

# BEGIN_LOG
# fbest;consumedFEs;consumedTimeMS
3060;15642674;89501
3059;15643442;89505
3058;15681562;89676
3056;15686333;89697
3055;16098054;91572
3053;16109583;91625
3051;16146568;91792
3050;16152206;91817
3049;16228724;92163
3047;16337836;92662
3045;16363793;92784
3043;16366039;92795
3041;16373444;92830
3040;20708552;112411
3038;20708847;112412
3032;20721842;112470
3031;20724003;112480
3030;20724013;112480
3029;20724440;112482
3027;20731798;112514
3026;20744619;112571
3025;20747854;112585
3023;20749258;112592
3022;20749570;112593
3021;20768706;112678
3019;20771821;112692
3018;20788255;112764
3017;20789263;112769
3016;20808861;112856
3015;20816600;112890
3013;20817207;112893
3012;20821857;112913
3011;20821986;112914
3009;20829784;112948
3008;20857482;113071
3007;21006601;113733
3006;21007839;113739
3005;21524137;116034
3004;21528423;116053
3003;21584557;116302
3002;21602347;116381
3000;21790595;117219
2999;21800602;117263
2998;22266315;119329
2997;22268407;119338
2995;22765622;121548
2994;22797319;121689
# END_OF_LOG

# BEGIN_SETUP
# SEARCH_SPACE: jssp:int[500]:swv15:aitoa.examples.jssp.JSSPSearchSpace
# SEARCH_SPACE(class): aitoa.examples.jssp.JSSPSearchSpace
# NULLARY_OP: uniform
# NULLARY_OP(class): aitoa.examples.jssp.JSSPNullaryOperator
# UNARY_OP: 1swap
# UNARY_OP(class): aitoa.examples.jssp.JSSPUnaryOperator1Swap
# BINARY_OP: null
# TERNARY_OP: null
# SOLUTION_SPACE: jssp:gantt:swv15:aitoa.examples.jssp.JSSPSolutionSpace
# SOLUTION_SPACE(class): aitoa.examples.jssp.JSSPSolutionSpace
# REPRESENTATION_MAPPING: jssp:int[]-to-Gantt:aitoa.examples.jssp.JSSPRepresentationMapping
# REPRESENTATION_MAPPING(class): aitoa.examples.jssp.JSSPRepresentationMapping
