
# ALGORITHM_SETUP
# algorithm: hc
# algorithm(class): aitoa.algorithms.HillClimber
# END_ALGORITHM_SETUP

# BEGIN_LOG
# fbest;consumedFEs;consumedTimeMS
{ 42, 1034, 1121, 24, 1121, 1213, 31, 1233, 1269, 49, 1430, 1482, 5, 1482, 1511, 7, 1511, 1571, 37, 1600, 1691, 46, 1691, 1740, 17, 1740, 1765, 30, 1765, 1848, 20, 1848, 1927, 1, 1927, 2005, 36, 2005, 2035, 47, 2035, 2121, 26, 2121, 2191, 13, 2191, 2213, 16, 2213, 2254, 9, 2254, 2323, 23, 2323, 2411, 40, 2411, 2451, 44, 2451, 2489, 19, 2489, 2524, 6, 2525, 2548, 0, 2548, 2599, 11, 2599, 2688, 10, 2688, 2730, 21, 2730, 2812, 28, 2812, 2857, 2, 2857, 2871, 38, 2871, 2946, 27, 2946, 2954, 18, 2954, 2995, 12, 2995, 3080, 32, 3080, 3146, 25, 3146, 3235, 33, 3235, 3250, 41, 3250, 3269, 43, 3269, 3292, 14, 3292, 3375, 4, 3375, 3414, 22, 3414, 3508, 29, 3508, 3564, 15, 3564, 3581, 45, 3581, 3595, 8, 3595, 3610, 3, 3610, 3688, 35, 3688, 3727, 48, 3727, 3737, 39, 3737, 3803, 34, 3803, 3872},
{ 42, 519, 528, 48, 828, 924, 49, 1373, 1385, 20, 1414, 1442, 37, 1486, 1492, 39, 1539, 1549, 24, 1549, 1632, 30, 1636, 1721, 2, 1741, 1790, 17, 1790, 1876, 18, 1876, 1926, 35, 1926, 1985, 8, 1985, 2078, 1, 2078, 2108, 44, 2108, 2146, 11, 2146, 2169, 23, 2169, 2233, 41, 2233, 2280, 47, 2280, 2305, 40, 2305, 2313, 4, 2319, 2398, 21, 2398, 2431, 26, 2431, 2435, 7, 2435, 2524, 6, 2548, 2593, 34, 2593, 2646, 45, 2753, 2795, 43, 2795, 2826, 9, 2826, 2873, 3, 2873, 2886, 12, 2886, 2924, 32, 2924, 2965, 38, 2965, 2969, 27, 2969, 2995, 25, 3019, 3030, 22, 3030, 3048, 14, 3048, 3093, 28, 3093, 3152, 0, 3152, 3244, 29, 3244, 3308, 10, 3308, 3408, 19, 3408, 3430, 46, 3430, 3435, 5, 3435, 3449, 33, 3564, 3653, 16, 3653, 3734, 13, 3734, 3741, 36, 3741, 3761, 31, 3761, 3810, 15, 3810, 3845},
{ 42, 452, 519, 35, 914, 928, 48, 928, 1007, 24, 1012, 1085, 5, 1325, 1423, 25, 1423, 1495, 20, 1511, 1603, 30, 1603, 1636, 11, 1636, 1654, 49, 1654, 1703, 39, 1703, 1791, 37, 1791, 1839, 41, 1839, 1880, 38, 1892, 1964, 2, 1964, 2023, 21, 2030, 2058, 13, 2058, 2107, 1, 2108, 2201, 19, 2201, 2272, 18, 2272, 2301, 36, 2301, 2371, 46, 2371, 2402, 47, 2402, 2501, 0, 2501, 2512, 4, 2512, 2593, 15, 2593, 2671, 28, 2671, 2746, 6, 2746, 2785, 34, 2785, 2798, 7, 2798, 2823, 40, 2823, 2893, 8, 2893, 2970, 32, 2970, 3005, 27, 3005, 3011, 43, 3011, 3073, 3, 3073, 3166, 12, 3166, 3201, 16, 3201, 3233, 22, 3233, 3326, 23, 3326, 3392, 14, 3392, 3449, 9, 3449, 3471, 44, 3471, 3522, 33, 3522, 3564, 17, 3564, 3599, 31, 3599, 3689, 10, 3689, 3721, 26, 3721, 3789, 45, 3789, 3860, 29, 3860, 3872},
{ 42, 528, 546, 35, 928, 956, 48, 1007, 1075, 49, 1385, 1430, 37, 1446, 1486, 30, 1486, 1542, 25, 1542, 1618, 2, 1731, 1741, 12, 1813, 1898, 1, 1898, 1915, 26, 1937, 1992, 44, 2039, 2104, 18, 2104, 2203, 36, 2203, 2224, 21, 2224, 2275, 4, 2275, 2319, 24, 2319, 2361, 0, 2361, 2435, 43, 2450, 2464, 10, 2464, 2505, 16, 2505, 2590, 20, 2590, 2600, 46, 2600, 2669, 38, 2669, 2730, 31, 2730, 2739, 13, 2739, 2754, 33, 2758, 2815, 32, 2815, 2906, 45, 2906, 2916, 22, 2916, 2945, 34, 2945, 3015, 28, 3015, 3053, 19, 3053, 3062, 23, 3062, 3154, 17, 3154, 3245, 14, 3245, 3253, 15, 3253, 3273, 6, 3273, 3362, 29, 3362, 3393, 27, 3393, 3399, 9, 3399, 3446, 3, 3453, 3503, 8, 3503, 3593, 40, 3593, 3628, 41, 3628, 3650, 11, 3650, 3703, 39, 3703, 3724, 47, 3724, 3749, 5, 3749, 3775, 7, 3775, 3872}})

if(!(require("plotteR"))){
if(!(require("devtools"))){
install.packages("devtools");
library("devtools");
};
