
# ALGORITHM_SETUP
# algorithm: hc
# algorithm(class): aitoa.algorithms.HillClimber
# END_ALGORITHM_SETUP

# BEGIN_LOG
# fbest;consumedFEs;consumedTimeMS
,list(job=1L,start=274L,end=312L)
,list(job=12L,start=312L,end=340L)
,list(job=16L,start=340L,end=366L)
,list(job=3L,start=376L,end=391L)
,list(job=19L,start=391L,end=426L)
,list(job=13L,start=441L,end=468L)
,list(job=9L,start=521L,end=569L)
,list(job=17L,start=569L,end=602L)
,list(job=5L,start=602L,end=642L)
,list(job=7L,start=642L,end=674L)
,list(job=6L,start=674L,end=704L)
,list(job=15L,start=708L,end=751L)
,list(job=2L,start=751L,end=775L)
,list(job=11L,start=775L,end=803L)
,list(job=0L,start=803L,end=834L)
,list(job=8L,start=899L,end=938L)
,list(job=14L,start=938L,end=987L)
)
,list( list(job=8L,start=67L,end=92L)
,list(job=0L,start=211L,end=253L)
,list(job=11L,start=253L,end=298L)
,list(job=4L,start=305L,end=316L)
,list(job=12L,start=340L,end=353L)
,list(job=2L,start=353L,end=380L)
,list(job=10L,start=450L,end=473L)
,list(job=15L,start=474L,end=502L)
,list(job=5L,start=502L,end=544L)
,list(job=7L,start=544L,end=568L)
,list(job=14L,start=568L,end=583L)
,list(job=19L,start=661L,end=687L)
,list(job=13L,start=687L,end=706L)
,list(job=3L,start=736L,end=764L)
,list(job=16L,start=764L,end=774L)
,list(job=6L,start=799L,end=821L)
,list(job=17L,start=821L,end=862L)
,list(job=1L,start=862L,end=901L)
,list(job=18L,start=995L,end=1033L)
,list(job=9L,start=1083L,end=1119L)
)
,list( list(job=0L,start=0L,end=34L)
,list(job=17L,start=34L,end=64L)
,list(job=5L,start=64L,end=84L)
,list(job=7L,start=84L,end=99L)
,list(job=18L,start=99L,end=147L)
,list(job=4L,start=147L,end=192L)
,list(job=1L,start=192L,end=230L)
,list(job=2L,start=230L,end=240L)
,list(job=19L,start=240L,end=284L)
,list(job=3L,start=284L,end=331L)
,list(job=14L,start=331L,end=374L)
,list(job=6L,start=439L,end=455L)
,list(job=16L,start=455L,end=479L)
,list(job=15L,start=502L,end=520L)
,list(job=12L,start=535L,end=567L)
,list(job=9L,start=580L,end=629L)
,list(job=8L,start=662L,end=691L)
,list(job=13L,start=706L,end=742L)
,list(job=10L,start=810L,end=832L)
,list(job=11L,start=1007L,end=1052L)
)
,list( list(job=11L,start=0L,end=37L)
,list(job=0L,start=37L,end=75L)
,list(job=2L,start=75L,end=109L)
,list(job=7L,start=109L,end=121L)
,list(job=15L,start=224L,end=242L)
,list(job=6L,start=272L,end=286L)
,list(job=19L,start=327L,end=358L)
,list(job=9L,start=358L,end=370L)
,list(job=17L,start=370L,end=391L)
,list(job=1L,start=468L,end=507L)
,list(job=10L,start=646L,end=667L)
,list(job=3L,start=720L,end=736L)
,list(job=12L,start=736L,end=762L)
,list(job=13L,start=782L,end=829L)
,list(job=18L,start=829L,end=858L)
,list(job=4L,start=864L,end=896L)
,list(job=14L,start=896L,end=936L)
,list(job=8L,start=938L,end=978L)
,list(job=16L,start=994L,end=1016L)
,list(job=5L,start=1021L,end=1051L)
)
,list( list(job=5L,start=0L,end=14L)
,list(job=13L,start=14L,end=52L)
,list(job=10L,start=52L,end=100L)
,list(job=7L,start=214L,end=257L)
,list(job=16L,start=277L,end=301L)
,list(job=0L,start=344L,end=354L)
,list(job=8L,start=354L,end=387L)
,list(job=6L,start=411L,end=439L)
,list(job=19L,start=499L,end=536L)
,list(job=3L,start=570L,end=585L)
,list(job=15L,start=612L,end=660L)
,list(job=14L,start=739L,end=782L)
,list(job=1L,start=782L,end=808L)
,list(job=12L,start=808L,end=830L)
,list(job=11L,start=830L,end=853L)
,list(job=18L,start=858L,end=872L)
,list(job=9L,start=895L,end=944L)
,list(job=2L,start=989L,end=1011L)
,list(job=4L,start=1011L,end=1028L)
,list(job=17L,start=1136L,end=1148L)
)
,list( list(job=17L,start=144L,end=193L)
,list(job=16L,start=366L,end=396L)
,list(job=18L,start=396L,end=431L)
,list(job=9L,start=433L,end=469L)
,list(job=14L,start=469L,end=481L)
,list(job=2L,start=503L,end=536L)
,list(job=5L,start=544L,end=557L)
,list(job=4L,start=557L,end=567L)
,list(job=0L,start=751L,end=776L)
,list(job=10L,start=776L,end=810L)
,list(job=15L,start=822L,end=871L)
,list(job=12L,start=871L,end=920L)
,list(job=1L,start=920L,end=954L)
,list(job=6L,start=954L,end=971L)
,list(job=3L,start=971L,end=1012L)
,list(job=7L,start=1012L,end=1034L)
,list(job=8L,start=1034L,end=1075L)
,list(job=11L,start=1075L,end=1095L)
,list(job=19L,start=1095L,end=1133L)
,list(job=13L,start=1133L,end=1160L)
)
), prefix.job="");
# END_BEST_Y
