
# ALGORITHM_SETUP
# algorithm: hc
# algorithm(class): aitoa.algorithms.HillClimber
# END_ALGORITHM_SETUP

# BEGIN_LOG
# fbest;consumedFEs;consumedTimeMS
,list(job=9L,start=474L,end=485L)
,list(job=10L,start=485L,end=516L)
,list(job=0L,start=516L,end=555L)
,list(job=13L,start=568L,end=588L)
,list(job=14L,start=588L,end=628L)
,list(job=16L,start=628L,end=655L)
,list(job=5L,start=655L,end=693L)
,list(job=3L,start=693L,end=711L)
)
,list( list(job=15L,start=13L,end=53L)
,list(job=14L,start=65L,end=99L)
,list(job=5L,start=99L,end=120L)
,list(job=18L,start=120L,end=142L)
,list(job=13L,start=142L,end=182L)
,list(job=7L,start=189L,end=228L)
,list(job=9L,start=228L,end=246L)
,list(job=17L,start=265L,end=296L)
,list(job=11L,start=332L,end=351L)
,list(job=10L,start=365L,end=379L)
,list(job=8L,start=416L,end=443L)
,list(job=19L,start=486L,end=500L)
,list(job=0L,start=500L,end=516L)
,list(job=6L,start=516L,end=528L)
,list(job=16L,start=528L,end=547L)
,list(job=1L,start=547L,end=567L)
,list(job=3L,start=567L,end=592L)
,list(job=12L,start=592L,end=614L)
,list(job=4L,start=614L,end=642L)
,list(job=2L,start=716L,end=738L)
)
), prefix.job="");
# END_BEST_Y
