
# ALGORITHM_SETUP
# algorithm: hc_rs_16384
# algorithm(class): aitoa.algorithms.HillClimberWithRestarts
# failsBeforeRestart: 16384
# failsBeforeRestartStrategy: 16384
# END_ALGORITHM_SETUP

# BEGIN_LOG
# fbest;consumedFEs;consumedTimeMS
,list(job=46L,start=1438L,end=1527L)
,list(job=3L,start=1527L,end=1587L)
,list(job=18L,start=1587L,end=1625L)
,list(job=23L,start=1625L,end=1661L)
,list(job=17L,start=1661L,end=1666L)
,list(job=27L,start=1666L,end=1751L)
,list(job=8L,start=1751L,end=1809L)
,list(job=48L,start=1809L,end=1902L)
,list(job=16L,start=1902L,end=1947L)
,list(job=30L,start=1947L,end=1997L)
,list(job=33L,start=1997L,end=2088L)
,list(job=11L,start=2088L,end=2128L)
,list(job=43L,start=2128L,end=2185L)
,list(job=0L,start=2185L,end=2262L)
,list(job=42L,start=2262L,end=2272L)
,list(job=13L,start=2272L,end=2321L)
,list(job=24L,start=2321L,end=2361L)
,list(job=25L,start=2361L,end=2446L)
,list(job=12L,start=2446L,end=2506L)
,list(job=22L,start=2578L,end=2648L)
,list(job=26L,start=2648L,end=2690L)
,list(job=34L,start=2690L,end=2770L)
,list(job=29L,start=2770L,end=2834L)
)
,list( list(job=37L,start=0L,end=54L)
,list(job=5L,start=54L,end=89L)
,list(job=30L,start=89L,end=170L)
,list(job=0L,start=170L,end=263L)
